ArtifexSoftware/mupdf,386c713b83f8788a80bb165431bf598b982385b3,0399332d54
jiangwenyuan/nuster,81a9b7230279199ddb72b015517f8b45ba64a82a,051ef368f696201195a4c77092449103dbf9458c
lattera/glibc,283d98512272a12cb84e7798c23edbdf1adb287d,9ff72da471a509a8c19791efe469f47fa6977410
lattera/glibc,d4d0ecb24474928b9dfcce6c3f09694fab2400b6,18f2945ae9216cfc
luigirizzo/netmap,e7d670a9c727bec5802fbec3ac09a9e7bd727af8,af213b07
vgmstream/vgmstream,f47fabab9a1a89a04b4d0d1ecc65d4d9c2144736,ee5a40224d9b2128a7bf0bd7d4398352e005000c
PromyLOPh/pianobar,a6340288f8259cc96b5af05bce3612dbf4f9b7e4,2b31c97de6fa541719cd26f9a61053cfc0e71203
zlib-ng/zlib-ng,598128f5d1f3aee3dac4263271e1822556b8ef88,2fa631e029084b75acd81db5d33fd4aa802fd082
DeaDBeeF-Player/deadbeef,6ac688c3dd6407c3d813d9111782a6241a706769,e287667e6ad
pure-data/pure-data,cb97b571065cc3b4f6728b6eb9dba0b0e55d402e,356fa6abd89d9
letoram/arcan,fb6316dd00504fcb1010eb455ef167bcde531d3d,4ce3eac
NagiosEnterprises/nagioscore,7ca5372d0c79f4d99f0f93fdaaf4a680e201575d,9059a683
metacall/core,da241bfb4e56086860c8a83945d9356f08271c38,0a8e42675bae592d6b938a8197384dea2ad4a380
WillPower3309/swayfx,f7aed5c7e596bc2f03426d6a91214123000d7ed7,662466e8db773926bf61b21280194a3540ae26ec
WillPower3309/swayfx,5896781df45405d41545e6227f6749ee862e05ce,5967ee1fbcba66ea57d971b924a51209a70d3aaa
GNOME/glib,a149bf2f9030168051942124536e303af8ba6176,ecdf91400e9a
GNOME/glib,aa20167d419c649f34fed06a9463890b41b1eba0,26056558be
mltframework/mlt,6a06b3218fcbeae44ab20145a0308360059012b6,2df4fc8
mltframework/mlt,52c5bde61947fb473413cd9daf4b2664769702d9,35402e6e6ea83e67cf1686743f3d21e42dfd4dd9
mltframework/mlt,7488ad221b00a38362b66ead5d5472e9dded902f,f9dc738
mltframework/mlt,7f515860dca054d984c6172038c497e84bc2ed4e,a6bb37b
bminor/glibc,b29e70657dc19048f32ba73b45da2eeba81340f8,45e2483a6c
bminor/glibc,26c176950909d60ac2a392cf9fce70eabd75f79e,4fedebc91108
bminor/glibc,c177f6610c2b794aff8d3cee1d2277e59f00e8f2,720480934ab910
bminor/glibc,30e5069c7d4b51288d3e6f75f53a6ad2f5e71b0f,e3960d1c57e57
miniupnp/miniupnp,7be0b480227ca86521dbf39a100fc960352163aa,cce19781e67364d36a9068a42d5275836ee88c89
miniupnp/miniupnp,3f04f7992c4e8f11c2a2f66e678d9e63c8103dea,53e81857252eb6504e878295c04e607a7c4c061e
mcu-tools/mcuboot,713bb795499dc80f622689697183f2916c160c0e,f68473814f17a299ff8766bc3cf86e014552f479
alephsecurity/xnu-qemu-arm64,dbb6da8ba7e02105bdbb33b527e088249c9843c8,848a1cc1e
alephsecurity/xnu-qemu-arm64,abebf92597186be2bc48d487235da28b1127860f,15fa08f845
alephsecurity/xnu-qemu-arm64,4ae4bf5bb16bd8e5b94433db9fe8265d30c53ba3,d62644b4
